cell_id,ndvi,building_density,impervious_pct,lst_celsius
0,0.48416945274912737,0.3117958819941026,40.12595008036087,36.55081048549693
1,0.6006325564606937,0.6963434888154595,92.9291417302714,38.951597241915636
2,0.5219343632501507,0.3777518392924809,9.961493022127133,35.01666574118045
3,0.48141822809782786,0.1796036775596348,94.53015334790796,39.5953113045095
4,0.3965583595372333,0.02467872839133123,86.94885305466322,38.74619526096674
5,0.5521258791466593,0.06724963146324858,45.41623969075518,38.46800752529798
6,0.40631104788388483,0.6793927734985673,32.670088176826006,37.46068996463277
7,0.7242411005474558,0.4536968445560453,23.274412927905686,33.9377650129761
8,0.7745639323507205,0.5365792111087222,61.446470647687434,34.19692966689025
9,0.36840906317804445,0.8966712930403421,3.307459147550562,38.15959874609573
10,0.6542075266578652,0.9903389473967044,1.5606064446828216,33.79898032336157
11,0.47022644382703316,0.21689698439847394,42.87957224982378,36.49340338169584
12,0.49763119276575263,0.6630782031001008,6.807407397472021,36.07288490248733
13,0.7479176468048627,0.26332237673715064,25.19409882460929,33.356602931156125
14,0.14972524073852087,0.02065099946572868,22.116091534608383,39.70882832667395
15,0.1609905097910785,0.7583786538361414,25.319119372285193,41.247562243109556
16,0.114152878208228,0.32001715082246784,13.105523121525774,40.02124145917945
17,0.6828338918835566,0.38346389417189797,1.203622289765427,32.8654828433856
18,0.6447097256648954,0.5883171135536057,11.548429713874809,36.31328908554996
19,0.7090085037727735,0.8310484552361904,61.848025951274785,38.409479579434084
20,0.7850328395629348,0.6289818435911487,97.42562128180504,39.249369827037064
21,0.6594109949517065,0.8726506554473953,99.0345001560894,41.32382784331577
22,0.42303555357705236,0.27354203481563577,40.905409537306156,36.572848906736745
23,0.6463704234005189,0.7980468339125637,16.295442604660536,35.613631623788656
24,0.18279209810825325,0.1856359443059522,63.87617573665293,41.15097584621293
25,0.5479447149292668,0.9527916569719446,49.03053465487371,36.27072489125045
26,0.20034730118633248,0.6874882763878153,98.94097772844314,44.92006338866815
27,0.7612682419347088,0.21550767711355845,6.53042071517802,33.43603019582949
28,0.46529382522505025,0.9473705904889242,78.32344383138131,40.99022940057521
29,0.39026335799336653,0.7308558067701578,28.839849733149393,38.732960698778186
30,0.2851889284732389,0.25394164259502583,24.1418620076574,36.65747131707305
31,0.6419635826039517,0.21331197736748198,66.25045715326759,36.466806764345115
32,0.41930523255158403,0.5182007139306632,24.606318499096446,38.53076054455452
33,0.49790376420805404,0.025662718054531575,66.58591175591877,38.72107560062132
34,0.1131528603054486,0.2074700754411094,51.73085172022888,42.99995398245476
35,0.532344847953114,0.42468546875150626,42.40889884358493,37.06181789852844
36,0.5284670059056951,0.37416998033422555,55.4687808661419,37.00965997025921
